cas_number,label,table_link,db_id,indication
68392-35-8,Afimoxifene,2250X1738,DB04468,"For the potential treatment of menstrual-cycle related mastalgia, fibrocystic breast disease, breast disease, gynecomastia and Keloid scarring."
,"N-{5-[4-(4-METHYLPIPERAZIN-1-YL)PHENYL]-1H-PYRROLO[2,3-B]PYRIDIN-3-YL}NICOTINAMIDE",2250X1792,,
533884-09-2,Erteberel,2250X1824,DB07933,
118-55-8,Phenyl salicylate,2250X1889,,Pain and fever [L2468].
103628-46-2,Sumatriptan,2251X1627,DB00669,For the treatment of migraine attacks with or without aura.
,2-(2f-Benzothiazolyl)-5-Styryl-3-(4f-Phthalhydrazidyl)Tetrazolium Chloride,2251X1663,DB01897,
,"N,N-DIMETHYL-4-(4-PHENYL-1H-PYRAZOL-3-YL)-1H-PYRROLE-2-CARBOXAMIDE",2251X1792,,
,9-CYCLOPENTYL-6-[2-(3-IMIDAZOL-1-YL-PROPOXY)-PHENYLAMINO]-9H-PURINE-2-CARBONITRILE,2251X1825,,
103766-25-2,Gimeracil,2251X1863,,"Gimeracil is used as an adjunct to antineoplastic therapy. When used within the product Teysuno, gimeracil is indicated for the treatment of adults with advanced gastric (stomach) cancer when given in combination with cisplatin."
29679-58-1,Fenoprofen,2252X1624,DB00573,For relief of the signs and symptoms of rheumatoid arthritis and osteoarthritis. Also for the relief of mild to moderate pain.
,(3S)-1-{[4-(but-2-yn-1-yloxy)phenyl]sulfonyl}pyrrolidine-3-thiol,2252X1794,,
,"1-TERT-BUTYL-3-(2,5-DIMETHYLBENZYL)-1H-PYRAZOLO[3,4-D]PYRIMIDIN-4-AMINE",2252X1827,,
8001-79-4,Castor oil,2252X1890,,Indicated for over-the-counter use as a laxative for oral use and as a soothing agent for topical use on skin and hair.
65472-88-0,Naftifine,2253X1629,DB00735,"For the topical treatment of tinea pedis, tinea cruris, and tinea corporis caused by the organisms <i>Trichophyton rubrum</i>, <i>Trichophyton mentagrophytes</i>, <i>Trichophyton tonsurans</i> and <i>Epidermophyton floccosum</i>."
,"2,6-Difluorobenzenesulfonamide",2253X1703,DB03270,
,2-[2-ETHANESULFONYLAMINO-3-(5-PROPOXY-1H-INDOL-3-YL)-PROPIONYLAMINO]-PENTANEDIOIC ACID 5-AMIDE 1-(4-CARBAMIMIDOYL-BENZYLAMIDE),2253X1742,,
,"UNDECA-3,7-DIENE-1,3,7,11-TETRACARBALDEHYDE",2253X1793,,
,3-[3-(4-methylpiperazin-1-yl)-7-(trifluoromethyl)quinoxalin-5-yl]phenol,2253X1825,,
8063-17-0,Rauwolfia serpentina root,2253X1866,DB09363,"Rauwolfia alkaloids are indicated in the treatment of hypertension [L1614]. Rauwolfia alkaloids have been used for relief of symptoms in agitated psychotic states such as schizophrenia; however, use as antipsychotics and sedatives have been replaced with the use of more effective, safer agents [L1614]."
4205-90-7,Clonidine,2254X1624,DB00575,"May be used as an adjunct in the treatment of hypertension, as an epidural infusion as an adjunct treatment in the management of severe cancer pain that is not relieved by opiate analgesics alone, for differential diagnosis of pheochromocytoma in hypertensive patients, prophylaxis of vascular migraine headaches, treatment of severe dysmenorrhea, management of vasomotor symptoms associated with menopause, rapid detoxification in the management of opiate withdrawal, treatment of alcohol withdrawal used in conjunction with benzodiazepines, management of nicotine dependence, topical use to reduce intraocular pressure in the treatment of open-angle and secondary glaucoma and hemorrhagic glaucoma associated with hypertension, and in the treatment of attention-deficit hyperactivity disorder (ADHD)."
57-88-5,Cholesterol,2254X1740,DB04540,
,4-[(6-chloropyrazin-2-yl)amino]benzenesulfonamide,2254X1830,,
869858-13-9,Thrombin Alfa,2254X1897,,"Indicated to aid hemostasis whenever oozing blood and minor bleeding from capillaries and small venules is accessible and control of bleeding by standard surgical techniques (such as suture, ligature, or cautery) is ineffective or impractical in adults and pediatric populations greater than or equal to one month of age [FDA Label].    Additionally, thrombin alfa can be used in conjunction with an absorbable gelatin sponge, USP [FDA Label]."
19130-96-2,Duvoglustat,2255X1701,DB03206,
,"9-HYDROXY-4-PHENYL-6H-PYRROLO[3,4-C]CARBAZOLE-1,3-DIONE",2255X1742,,
,"5-(dodecylthio)-1H-1,2,3-triazole-4-carboxylic acid",2255X1795,,
,N-phenyl-1H-pyrazole-3-carboxamide,2255X1830,,
745-65-3,Alprostadil,2256X1630,DB00770,"For palliative, not definitive, therapy to temporarily maintain the patency of the ductus arteriosus until corrective or palliative surgery can be performed in neonates who have congenital heart defects and who depend upon the patent ductus for survival. Also for the treatment of erectile dysfunction due to neurogenic, vasculogenic, psychogenic, or mixed etiology."
,S-Acetyl-Cysteine,2256X1667,DB02039,
,Coa-S-Acetyl 5-Bromotryptamine,2256X1705,DB03341,
,"5-{3-[3-(2,4-DICHLORO-BENZOYL)-UREIDO]-2-METHYL-PHENOXY}-PENTANOIC ACID",2256X1743,,
,6-[(Z)-AMINO(IMINO)METHYL]-N-[3-(CYCLOPENTYLOXY)PHENYL]-2-NAPHTHAMIDE,2256X1798,,
,7-AMINO-4-METHYL-CHROMEN-2-ONE,2256X1831,,
2174-16-5,Trolamine salicylate,2256X1889,,"Indicated for the temporary relief of aches, and pains of muscles and joints associated with backache, lumbago, strains, bruises, sprains and arthritic or rheumatic pain, pain of tendons and ligaments [L1791]."
125-71-3,Dextromethorphan,2257X1622,DB00514,For treatment and relief of dry cough.
71-23-8,Propyl alcohol,2257X1700,DB03175,
120444-71-5,Deramciclane,2257X1783,,Investigated for use/treatment in anxiety disorders.
,(2S)-2-(4-ethylphenoxy)-3-phenylpropanoic acid,2257X1821,,
58066-85-6,Miltefosine,2257X1856,,"For the treatment of mucosal (caused by Leishmania braziliensis), cutaneous (caused by L. braziliensis, L. guyanensis, and L. panamensis), and visceral leishmaniasis (caused by L. donovani). In comparing Leishmania drug susceptibility, it has been found that L. donovani is the most susceptible to miltefosine while L. major is the least susceptible.  Off-label use includes treatment of free-living amebae (FLA) infections (unlabeled use; CDC, 2013)."
52365-63-6,Dipivefrin,2258X1620,DB00449,Dipivefrin is a prodrug which is used as initial therapy for the control of intraocular pressure in chronic open-angle glaucoma.
,"(5-Oxo-5,6-Dihydro-Indolo[1,2-a]Quinazolin-7-Yl)-Acetic Acid",2258X1659,DB01765,
,"4-(Aminosulfonyl)-N-[(2,5-Difluorophenyl)Methyl]-Benzamide",2258X1696,DB03039,
,"1,3,2-Dioxaborolan-2-Ol",2258X1735,DB04369,
946414-98-8,Eldelumab,2258X1776,,Investigated for use/treatment in ulcerative colitis.
,"(3AS,4R,9BR)-2,2-DIFLUORO-4-(4-HYDROXYPHENYL)-1,2,3,3A,4,9B-HEXAHYDROCYCLOPENTA[C]CHROMEN-8-OL",2258X1815,,
,Dihydroquinidine barbiturate,2259X1647,,
,V24343,2259X1759,,Obesity related disorders such as cardiovascular disease and type II diabetes
,"(4R)-N-[4-({[2-(DIMETHYLAMINO)ETHYL]AMINO}CARBONYL)-1,3-THIAZOL-2-YL]-4-METHYL-1-OXO-2,3,4,9-TETRAHYDRO-1H-BETA-CARBOLINE-6-CARBOXAMIDE",2259X1808,,
27203-92-5,Tramadol,2260X1612,DB00193,"Indicated in the treatment of moderate to severe pain. Consider for those prone to constipation or respiratory depression. Tramadol is used to treat postoperative, dental, cancer, and acute musculosketetal pain and as an adjuvant to NSAID therapy in patients with osteoarthritis."
4360-12-7,Ajmaline,2260X1649,,For use as an antiarrhythmic agent.
,"3-Phenyl-1,2-Propandiol",2260X1689,DB02803,
871576-03-3,Flovagatran,2260X1769,,Investigated for use/treatment in thrombosis.
,3-[5-(1H-IMIDAZOL-1-YL)-7-METHYL-1H-BENZIMIDAZOL-2-YL]-4-[(PYRIDIN-2-YLMETHYL)AMINO]PYRIDIN-2(1H)-ONE,2260X1810,,
,3-[(3-(2-CARBOXYETHYL)-4-METHYLPYRROL-2-YL)METHYLENE]-2-INDOLINONE,2260X1843,,
139076-62-3,"Antihemophilic factor, human recombinant",2261X1607,DB00025,"For the treatment of hemophilia A, von Willebrand disease and Factor XIII deficiency."
37517-30-9,Acebutolol,2261X1643,DB01193,For the management of hypertension and ventricular premature beats in adults.
150812-12-7,Ezogabine,2261X1752,,Adjuvant treatment of partial-onset seizures.
555-30-6,Methyldopa,2262X1634,DB00968,For use in the treatment of hypertension.
,2-(2-Hydroxy-Phenyl)-3h-Benzoimidazole-5-Carboxamidine,2262X1672,DB02287,
,"1-{(2S,5S)-4-FLUORO-5-[(TRITYLOXY)METHYL]TETRAHYDROFURAN-2-YL}PYRIMIDINE-2,4(1H,3H)-DIONE",2262X1742,,
,"2-CHLORO-N-[(1R,2R)-1-HYDROXY-2,3-DIHYDRO-1H-INDEN-2-YL]-6H-THIENO[2,3-B]PYRROLE-5-CARBOXAMIDE",2262X1793,,
,"2-[4-({[(3,5-DICHLOROPHENYL)AMINO]CARBONYL}AMINO)PHENOXY]-2-METHYLPROPANOIC ACID",2262X1826,,
906805-06-9,Necitumumab,2262X1866,DB09559,Necitumumab is approved for use in combination with cisplatin and gemcitabine as a first-line treatment for metastatic squamous non-small cell lung cancer (NSCLC). It is not indicated for treatment of non-squamous NSCLC.
68693-11-8,Modafinil,2263X1627,DB00745,To improve wakefulness in patients with excessive daytime sleepiness (EDS) associated with narcolepsy.
,"N-[2-({[amino(imino)methyl]amino}oxy)ethyl]-2-{6-chloro-3-[(2,2-difluoro-2-phenylethyl)amino]-2-fluorophenyl}acetamide",2263X1822,,
103129-82-4,Levamlodipine,2263X1860,,For the treatment of hypertension and angina [L1483].
70-51-9,Deferoxamine,2264X1627,DB00746,Used to treat acute iron or aluminum toxicity (an excess of aluminum in the body) in certain patients. Also used in certain patients with anemia who must receive many blood transfusions.
,Alpha-Fluoro-Carboxymethyldethia Coenzyme a Complex,2264X1698,DB03182,
638-23-3,Carbocisteine,2264X1732,DB04339,Used to help relieve the symptoms of chronic obstructive pulmonary disorder (COPD) and bronchiectasis.
175481-36-4,Lacosamide,2264X1776,,Lacosamide is indicated for adjunctive therapy for partial onset seizures in patients with epilepsy over 17 years old. Injection is indicated for short term use when oral therapy is not feasible.
36322-90-4,Piroxicam,2265X1621,DB00554,For treatment of osteoarthritis and rheumatoid arthritis.
,"1-Ter-Butyl-3-P-Tolyl-1h-Pyrazolo[3,4-D]Pyrimidin-4-Ylamine",2265X1658,DB01809,
152044-54-7,Patupilone,2265X1693,DB03010,"Investigated for use/treatment in ovarian cancer, lung cancer, brain cancer, breast cancer, and gastric cancer."
,AZD-8330,2265X1773,,Investigated for use/treatment in cancer/tumors (unspecified).
,"BIS-1,2-{[(Z)-2CARBOXY-2-METHYL-1,3-DIOXANE]-5-YLOXYCARBONYL}-PIPERAZINE",2265X1811,,
,3'-THIO-THYMIDINE-5'-PHOSPHATE,2265X1843,,
846-50-4,Temazepam,1866X1615,DB00231,For the short-term treatment of insomnia (generally 7-10 days).
,"[2(R,S)-2-Sulfanylheptanoyl]-Phe-Ala",1866X1685,DB02597,
,motexafin gadolinium,1866X1766,,"Investigated for use/treatment in brain cancer, cancer/tumors (unspecified), lung cancer, and lymphoma (non-hodgkin's)."
,4-(2-aminoethyl)-2-cyclohexylphenol,1866X1808,,
,METHYL-PHOSPHONIC ACID MONO-(4-NITRO-PHENYL) ESTER,1866X1840,,
191588-94-0,Tenecteplase,1867X1609,DB00031,For treatment of myocardial infarction and lysis of intracoronary emboli
106819-53-8,Doxacurium chloride,1867X1643,DB01135,"Used to provide skeletal muscle relaxation as an adjunct to general anesthesia, for endotracheal intubation or to facilitate mechanical ventilation."
,Thiocoumarin,1867X1681,DB02462,
,Argifin,1867X1715,DB03632,
,HspE7,1867X1754,,"Investigated for use/treatment in anal dysplasia, cervical dysplasia/cancer, genital warts, HIV infection, infectious and parasitic disease (unspecified), pediatric indications, warts, and viral infection."
,"N'-(5-CHLORO-1,3-BENZODIOXOL-4-YL)-N-(3,4,5- TRIMETHOXYPHENYL)PYRIMIDINE-2,4-DIAMINE",1867X1805,,
,"N~2~,N~2~-DIMETHYL-N~1~-(6-OXO-5,6-DIHYDROPHENANTHRIDIN-2-YL)GLYCINAMIDE",1867X1838,,
849217-64-7,Foretinib,1867X1921,DB12307,
79617-96-2,Sertraline,1868X1642,DB01104,"For the management of major depressive disorder (MDD), posttraumatic stress disorder (PTSD), obsessive-compulsive disorder (OCD), panic disorder (PD) with or without agoraphobia, premenstrual dysphoric disorder (PMDD), and social anxiety disorder (SAD) [FDA Label].     It may be used for premature ejaculation and vascular headaches as off-label indications."
56-12-2,gamma-Aminobutyric acid,1868X1683,DB02530,
,"4-((3r,4s,5r)-4-Amino-3,5-Dihydroxy-Hex-1-Ynyl)-5-Fluoro-3-[1-(3-Methoxy-1h-Pyrrol-2-Yl)-Meth-(Z)-Ylidene]-1,3-Dihydro-Indol-2-One",1868X1718,DB03737,
192185-72-1,Tipifarnib,1868X1754,,"Investigated for use/treatment in colorectal cancer, leukemia (myeloid), pancreatic cancer, and solid tumors."
,"2-(6-{[(3-chloro-2-methylphenyl)sulfonyl]amino}pyridin-2-yl)-N,N-diethylacetamide",1868X1799,,
,"1-[4-(4-chlorophenyl)-1-(7H-pyrrolo[2,3-d]pyrimidin-4-yl)piperidin-4-yl]methanamine",1868X1832,,
58-32-2,Dipyridamole,1869X1638,DB00975,For as an adjunct to coumarin anticoagulants in the prevention of postoperative thromboembolic complications of cardiac valve replacement and also used in prevention of angina.
74389-68-7,Platelet Activating Factor,1869X1675,DB02261,
,2'-Deoxyguanosine-5'-Diphosphate,1869X1711,DB03491,
,"1-(4-fluorophenyl)-N-[3-fluoro-4-(1H-pyrrolo[2,3-b]pyridin-4-yloxy)phenyl]-2-oxo-1,2-dihydropyridine-3-carboxamide",1869X1794,,
,[4-(4-PHENYL-PIPERIDIN-1-YL)-BENZENESULFONYLAMINO]-ACETIC ACID,1869X1827,,
8023-77-6,Capsicum oleoresin,1869X1892,,"Indicated for the temporary relief of minor aches and pains of muscles and joints associated with simple backache, arthritis, strains and sprains."
58-94-6,Chlorothiazide,1870X1635,DB00880,"Chlorothiazide is indicated as adjunctive therapy in edema associated with congestive heart failure, hepatic cirrhosis, and corticosteroid and estrogen therapy. It is also indicated in the management of hypertension either as the sole therapeutic agent or to enhance the effectiveness of other antihypertensive drugs in the more severe forms of hypertension."
65-86-1,Orotic Acid,1870X1675,DB02262,
141626-36-0,Dronedarone,1870X1751,,Management of paroxysmal or persistent atrial fibrillation via restoration of normal sinus rhythm.
,1-[4-(2-oxo-2-phenylethyl)phenyl]guanidine,1870X1801,,
129716-58-1,Dofequidar,1870X1957,,
125-64-4,Methyprylon,1871X1642,DB01107,For the treatment of insomnia.
10036-64-3,N-acetyl-alpha-D-glucosamine,1871X1718,DB03740,
28704-27-0,Glatiramer,1871X1762,DB05259,For reduction of the frequency of relapses in patients with Relapsing-Remitting Multiple Sclerosis.
,2-(2-METHYLPHENYL)-1H-INDOLE-5-CARBOXIMIDAMIDE,1871X1833,,
911-45-5,Clomifene,1872X1635,DB00882,Used mainly in female infertility due to anovulation (e.g. due to polycystic ovary syndrome) to induce ovulation.
107-92-6,Butyric Acid,1872X1713,DB03568,
171655-91-7,Brasofensine,1872X1751,,For the treatment of Parkinson's Disease.
,(2-{[(4-BROMO-2-FLUOROBENZYL)AMINO]CARBONYL}-5-CHLOROPHENOXY)ACETIC ACID,1872X1798,,
,"4-[(7R,7AS)-7-HYDROXY-1,3-DIOXOTETRAHYDRO-1H-PYRROLO[1,2-C]IMIDAZOL-2(3H)-YL]-1-NAPHTHONITRILE",1872X1830,,
,Fish oil,1872X1954,,"Under FDA approval, fish oil pharmaceuticals are typically products consisting of a combination of the omega-3-fatty acids eicosapentaenoic acid (EPA) and docosahexaenoic acid (DHA) and are indicated primarily as an adjunct to diet to reduce triglyceride levels in adult patients with severe (>=500 mg/dL) hypertriglyceridemia [FDA Label, F36].    Under EMA approval, such fish oil pharmaceuticals comprised of virtually the same fish and fish oil derived omega-3-fatty acids EPA and DHA are indicated specifically for (a) adjuvant treatment in secondary prevention after myocardial infarction, in addition to other standard therapy (ie. statins, antiplatelet medicinal products, beta blockers, ACE inhibitors), and (b) as a supplement to diet when dietary measures alone are insufficient to produce an adequate response, particularly with type IV hypertriglyceridemia in monotherapy or type IIb/III in combination with statins, when control of triglycerides is insufficient [L2661]. In addition, prescribing information for EMA approved fish oil pharmaceuticals are also indicated as an adjunct to diet to reduce very high (>=500 mg/dL) triglyceride levels in adult patients, much like similar FDA approved indications [F37, FDA Label]."
512-15-2,Cyclopentolate,1873X1638,DB00979,Used mainly to produce mydriasis and cycloplegia for diagnostic purposes.
,"(3s,6s,9r,10r,11s,12s,13e,15e,18s,21s)-18-{(1e,3e,7s,8s)-9-[(2s,3r,4s,5s,6r,9s,11s)-9-Ethyl-4-Hydroxy-3,5,11-Trimethyl-8-Oxo-1-Oxa-7-Azaspiro[5.5]Undec-2-Yl]-8-Hydroxy-1,7-Dimethylnona-1,3-Dienyl}-10,12-Dihydroxy-3-(3-Hydroxybenzyl)-6-Isopropyl-11-Methyl-",1873X1708,DB03393,
,OLOMOUCINE II,1873X1745,,
,"4-(1,3-BENZODIOXOL-5-YLOXY)-2-[4-(1H-IMIDAZOL-1-YL)PHENOXY]-6-METHYLPYRIMIDINE",1873X1798,,
,(2S)-2-(biphenyl-4-yloxy)-3-phenylpropanoic acid,1873X1831,,
852329-66-9,Dutogliptin,1873X1903,DB11723,
50-60-2,Phentolamine,1874X1629,DB00692,"Used as an aid for the diagnosis of pheochromocytoma, and may be administered immediately prior to or during pheochromocytomectomy to prevent or control paroxysmal hypertension resulting from anesthesia, stress, or operative manipulation of the tumor. Phentolamine has also been used to treat hypertensive crisis caused by sympathomimetic amines or catecholamine excess by certain foods or drugs in patients taking MAO inhibitors, or by clonidine withdrawal syndrome. Other indications include the prevention of dermal necrosis and sloughing following IV administration or extravasation of norepinephrine, decrease in impedance to left ventricular ejection and the infarct size in patients with MI associated with left ventricular failure, treatment of erectile dysfunction through self-injection of small doses combined with papaverine hydrochloride into the corpus cavernosum, and as an adjunct to the management of cocaine overdose to reverse coronary vasoconstriction following use of oxygen, benzodiazepines,and nitroglycerin."
289665-92-5,Argadin,1874X1736,DB04350,
192314-93-5,Iclaprim,1874X1782,,"Investigated for use/treatment in bacterial infection, skin infections/disorders, obesity, liver disease, kidney disease, and pneumonia."
,"1-(3-(2,4-DIMETHYLTHIAZOL-5-YL)-4-OXO-2,4-DIHYDROINDENO[1,2-C]PYRAZOL-5-YL)-3-(4-METHYLPIPERAZIN-1-YL)UREA",1874X1816,,
,L-1-(4-chlorophenyl)-2-(acetamido)ethane boronic acid,1874X1848,,
