Source_label,:TYPE,Target_label,HSA,Bliss,Loewe,ZIP
Fomepizole,HAS_SYNERGISM_WITH,Disulfiram,3.48,1.85,3.4,1.85
Disulfiram,HAS_SYNERGISM_WITH,Gabapentin,8.55,6.81,8.48,6.81
Gabapentin,HAS_SYNERGISM_WITH,Disulfiram,8.55,6.81,8.48,6.81
Disulfiram,HAS_ANTAGONISM_WITH,Guanfacine,-79.84,-81.77,-79.87,-81.77
Guanfacine,HAS_ANTAGONISM_WITH,Disulfiram,-79.84,-81.77,-79.87,-81.77
Disulfiram,HAS_SYNERGISM_WITH,Hydralazine,11.05,7.53,11.01,7.53
Hydralazine,HAS_SYNERGISM_WITH,Disulfiram,11.05,7.53,11.01,7.53
Disulfiram,HAS_SYNERGISM_WITH,Etoposide,0.44,7.81,-2.18,7.83
Etoposide,HAS_SYNERGISM_WITH,Disulfiram,0.44,7.81,-2.18,7.83
Disulfiram,HAS_ANTAGONISM_WITH,Hydroxychloroquine,-3.8,-5.26,-3.81,-5.26
Hydroxychloroquine,HAS_ANTAGONISM_WITH,Disulfiram,-3.8,-5.26,-3.81,-5.26
Disulfiram,HAS_SYNERGISM_WITH,Hydroxyurea,5.6,1.91,5.6,1.91
Hydroxyurea,HAS_SYNERGISM_WITH,Disulfiram,5.6,1.91,5.6,1.91
Disulfiram,HAS_SYNERGISM_WITH,Imipramine,7.46,5.58,7.43,5.58
Imipramine,HAS_SYNERGISM_WITH,Disulfiram,7.46,5.58,7.43,5.58
Disulfiram,HAS_SYNERGISM_WITH,Ribavirin,9.55,2.83,9.55,2.83
Ribavirin,HAS_SYNERGISM_WITH,Disulfiram,9.55,2.83,9.55,2.83
Disulfiram,HAS_SYNERGISM_WITH,Isoniazid,4.86,2.99,4.79,2.99
Isoniazid,HAS_SYNERGISM_WITH,Disulfiram,4.86,2.99,4.79,2.99
Disulfiram,HAS_SYNERGISM_WITH,Isoprenaline,11.79,4.85,11.75,4.85
Isoprenaline,HAS_SYNERGISM_WITH,Disulfiram,11.79,4.85,11.75,4.85
Disulfiram,HAS_SYNERGISM_WITH,Guanadrel,11.02,8.59,10.95,8.59
Guanadrel,HAS_SYNERGISM_WITH,Disulfiram,11.02,8.59,10.95,8.59
Disulfiram,HAS_ANTAGONISM_WITH,Lamotrigine,-7.87,-9.8,-7.93,-9.8
Lamotrigine,HAS_ANTAGONISM_WITH,Disulfiram,-7.87,-9.8,-7.93,-9.8
Disulfiram,HAS_SYNERGISM_WITH,Lansoprazole,10.7,7.29,10.65,7.29
Lansoprazole,HAS_SYNERGISM_WITH,Disulfiram,10.7,7.29,10.65,7.29
Disulfiram,HAS_SYNERGISM_WITH,Methyldopa,2.19,0.45,2.12,0.45
Methyldopa,HAS_SYNERGISM_WITH,Disulfiram,2.19,0.45,2.12,0.45
Disulfiram,HAS_ANTAGONISM_WITH,Leflunomide,2.74,-5.6,2.74,-5.6
Leflunomide,HAS_ANTAGONISM_WITH,Disulfiram,2.74,-5.6,2.74,-5.6
Disulfiram,HAS_ANTAGONISM_WITH,Loperamide,-16.14,-17.96,-16.14,-17.96
Loperamide,HAS_ANTAGONISM_WITH,Disulfiram,-16.14,-17.96,-16.14,-17.96
Disulfiram,HAS_SYNERGISM_WITH,Bardoxolone methyl,3.76,39.56,5.23,40.9
Bardoxolone methyl,HAS_SYNERGISM_WITH,Disulfiram,3.76,39.56,5.23,40.9
Disulfiram,HAS_SYNERGISM_WITH,Maprotiline,10.25,4.44,10.22,4.44
Maprotiline,HAS_SYNERGISM_WITH,Disulfiram,10.25,4.44,10.22,4.44
Disulfiram,HAS_SYNERGISM_WITH,Mebendazole,4.84,3.24,4.83,3.24
Mebendazole,HAS_SYNERGISM_WITH,Disulfiram,4.84,3.24,4.83,3.24
Disulfiram,HAS_SYNERGISM_WITH,Mecamylamine,9.13,7.5,9.11,7.5
Mecamylamine,HAS_SYNERGISM_WITH,Disulfiram,9.13,7.5,9.11,7.5
Disulfiram,HAS_ANTAGONISM_WITH,Meclofenamic acid,-8.81,-13.12,-8.88,-13.12
Meclofenamic acid,HAS_ANTAGONISM_WITH,Disulfiram,-8.81,-13.12,-8.88,-13.12
Disulfiram,HAS_SYNERGISM_WITH,Memantine,6.01,4.0,6.0,4.0
Memantine,HAS_SYNERGISM_WITH,Disulfiram,6.01,4.0,6.0,4.0
Disulfiram,HAS_SYNERGISM_WITH,Mephenytoin,6.39,4.15,6.31,4.15
Mephenytoin,HAS_SYNERGISM_WITH,Disulfiram,6.39,4.15,6.31,4.15
Disulfiram,HAS_SYNERGISM_WITH,Mesalazine,5.05,3.51,4.99,3.51
Mesalazine,HAS_SYNERGISM_WITH,Disulfiram,5.05,3.51,4.99,3.51
Disulfiram,HAS_ANTAGONISM_WITH,Metformin,-1.23,-2.74,-1.29,-2.74
Metformin,HAS_ANTAGONISM_WITH,Disulfiram,-1.23,-2.74,-1.29,-2.74
Disulfiram,HAS_ANTAGONISM_WITH,Methyclothiazide,-32.58,-34.45,-32.58,-34.45
Methyclothiazide,HAS_ANTAGONISM_WITH,Disulfiram,-32.58,-34.45,-32.58,-34.45
Disulfiram,HAS_SYNERGISM_WITH,Metronidazole,10.27,8.79,10.21,8.79
Metronidazole,HAS_SYNERGISM_WITH,Disulfiram,10.27,8.79,10.21,8.79
Disulfiram,HAS_SYNERGISM_WITH,Acarbose,6.3,4.5,6.29,4.5
Acarbose,HAS_SYNERGISM_WITH,Disulfiram,6.3,4.5,6.29,4.5
Disulfiram,HAS_ANTAGONISM_WITH,Milrinone,-3.93,-5.66,-3.96,-5.66
Milrinone,HAS_ANTAGONISM_WITH,Disulfiram,-3.93,-5.66,-3.96,-5.66
Disulfiram,HAS_SYNERGISM_WITH,Minoxidil,3.39,1.5,3.37,1.5
Minoxidil,HAS_SYNERGISM_WITH,Disulfiram,3.39,1.5,3.37,1.5
Disulfiram,HAS_SYNERGISM_WITH,Mitotane,11.62,4.88,11.56,4.88
Mitotane,HAS_SYNERGISM_WITH,Disulfiram,11.62,4.88,11.56,4.88
Disulfiram,HAS_ANTAGONISM_WITH,Mitoxantrone,1.83,-0.07,1.79,-0.07
Mitoxantrone,HAS_ANTAGONISM_WITH,Disulfiram,1.83,-0.07,1.79,-0.07
Disulfiram,HAS_SYNERGISM_WITH,Sitagliptin,11.48,9.44,11.46,9.44
Sitagliptin,HAS_SYNERGISM_WITH,Disulfiram,11.48,9.44,11.46,9.44
Disulfiram,HAS_SYNERGISM_WITH,Pentostatin,9.44,7.72,9.38,7.72
Pentostatin,HAS_SYNERGISM_WITH,Disulfiram,9.44,7.72,9.38,7.72
Disulfiram,HAS_ANTAGONISM_WITH,Digitoxin,2.23,-1.0,2.15,-1.0
Digitoxin,HAS_ANTAGONISM_WITH,Disulfiram,2.23,-1.0,2.15,-1.0
Disulfiram,HAS_SYNERGISM_WITH,Abacavir,8.3,5.87,8.23,5.87
Abacavir,HAS_SYNERGISM_WITH,Disulfiram,8.3,5.87,8.23,5.87
Disulfiram,HAS_ANTAGONISM_WITH,Miglitol,-3.17,-4.82,-3.23,-4.82
Miglitol,HAS_ANTAGONISM_WITH,Disulfiram,-3.17,-4.82,-3.23,-4.82
Disulfiram,HAS_ANTAGONISM_WITH,Metyrosine,0.52,-0.87,0.45,-0.87
Metyrosine,HAS_ANTAGONISM_WITH,Disulfiram,0.52,-0.87,0.45,-0.87
Disulfiram,HAS_SYNERGISM_WITH,SNX-5422,3.92,159.83,7.48,172.65
SNX-5422,HAS_SYNERGISM_WITH,Disulfiram,3.92,159.83,7.48,172.65
Disulfiram,HAS_SYNERGISM_WITH,Tacrolimus,8.55,6.96,8.55,6.96
Tacrolimus,HAS_SYNERGISM_WITH,Disulfiram,8.55,6.96,8.55,6.96
Disulfiram,HAS_SYNERGISM_WITH,Cerivastatin,6.07,3.86,5.99,3.86
Cerivastatin,HAS_SYNERGISM_WITH,Disulfiram,6.07,3.86,5.99,3.86
Disulfiram,HAS_SYNERGISM_WITH,Mycophenolic acid,8.01,4.02,8.01,4.02
Mycophenolic acid,HAS_SYNERGISM_WITH,Disulfiram,8.01,4.02,8.01,4.02
Disulfiram,HAS_SYNERGISM_WITH,Eptifibatide,6.68,4.99,6.66,4.99
Eptifibatide,HAS_SYNERGISM_WITH,Disulfiram,6.68,4.99,6.66,4.99
Disulfiram,HAS_ANTAGONISM_WITH,Nisoldipine,-37.38,-39.03,-37.38,-39.03
Nisoldipine,HAS_ANTAGONISM_WITH,Disulfiram,-37.38,-39.03,-37.38,-39.03
Disulfiram,HAS_SYNERGISM_WITH,Dactinomycin,0.7,2.33,-14.35,4.64
Dactinomycin,HAS_SYNERGISM_WITH,Disulfiram,0.7,2.33,-14.35,4.64
Disulfiram,HAS_SYNERGISM_WITH,Oxyphenbutazone,3.46,1.38,3.46,1.38
Oxyphenbutazone,HAS_SYNERGISM_WITH,Disulfiram,3.46,1.38,3.46,1.38
Disulfiram,HAS_SYNERGISM_WITH,Aminosalicylic Acid,7.76,5.11,7.69,5.11
Aminosalicylic Acid,HAS_SYNERGISM_WITH,Disulfiram,7.76,5.11,7.69,5.11
Disulfiram,HAS_ANTAGONISM_WITH,Pamidronate,-78.0,-79.36,-78.05,-79.36
Pamidronate,HAS_ANTAGONISM_WITH,Disulfiram,-78.0,-79.36,-78.05,-79.36
Disulfiram,HAS_ANTAGONISM_WITH,Pargyline,-8.96,-10.61,-8.97,-10.61
Pargyline,HAS_ANTAGONISM_WITH,Disulfiram,-8.96,-10.61,-8.97,-10.61
Disulfiram,HAS_SYNERGISM_WITH,Primidone,10.09,8.44,10.03,8.44
Primidone,HAS_SYNERGISM_WITH,Disulfiram,10.09,8.44,10.03,8.44
Disulfiram,HAS_ANTAGONISM_WITH,Probenecid,-81.79,-83.75,-81.87,-83.75
Probenecid,HAS_ANTAGONISM_WITH,Disulfiram,-81.79,-83.75,-81.87,-83.75
Disulfiram,HAS_SYNERGISM_WITH,Probucol,9.64,7.9,9.6,7.9
Probucol,HAS_SYNERGISM_WITH,Disulfiram,9.64,7.9,9.6,7.9
Disulfiram,HAS_SYNERGISM_WITH,Procarbazine,3.17,1.47,3.13,1.47
Procarbazine,HAS_SYNERGISM_WITH,Disulfiram,3.17,1.47,3.13,1.47
Disulfiram,HAS_SYNERGISM_WITH,Riluzole,4.15,1.88,4.13,1.88
Riluzole,HAS_SYNERGISM_WITH,Disulfiram,4.15,1.88,4.13,1.88
Disulfiram,HAS_ANTAGONISM_WITH,Risperidone,-28.82,-30.58,-28.82,-30.58
Risperidone,HAS_ANTAGONISM_WITH,Disulfiram,-28.82,-30.58,-28.82,-30.58
Disulfiram,HAS_ANTAGONISM_WITH,Miglustat,-2.97,-4.8,-3.04,-4.8
Miglustat,HAS_ANTAGONISM_WITH,Disulfiram,-2.97,-4.8,-3.04,-4.8
Disulfiram,HAS_ANTAGONISM_WITH,Entacapone,-0.92,-2.86,-0.95,-2.86
Entacapone,HAS_ANTAGONISM_WITH,Disulfiram,-0.92,-2.86,-0.95,-2.86
Disulfiram,HAS_SYNERGISM_WITH,Acitretin,9.02,3.9,8.99,3.9
Acitretin,HAS_SYNERGISM_WITH,Disulfiram,9.02,3.9,8.99,3.9
Disulfiram,HAS_ANTAGONISM_WITH,Levetiracetam,-45.5,-47.08,-45.58,-47.08
Levetiracetam,HAS_ANTAGONISM_WITH,Disulfiram,-45.5,-47.08,-45.58,-47.08
Disulfiram,HAS_ANTAGONISM_WITH,Nabilone,-69.11,-70.59,-69.11,-70.59
Nabilone,HAS_ANTAGONISM_WITH,Disulfiram,-69.11,-70.59,-69.11,-70.59
Disulfiram,HAS_ANTAGONISM_WITH,Topiramate,-14.12,-16.2,-14.19,-16.2
Topiramate,HAS_ANTAGONISM_WITH,Disulfiram,-14.12,-16.2,-14.19,-16.2
Disulfiram,HAS_SYNERGISM_WITH,Alvocidib,-22.57,113.23,-24.31,127.53
Alvocidib,HAS_SYNERGISM_WITH,Disulfiram,-22.57,113.23,-24.31,127.53
Disulfiram,HAS_SYNERGISM_WITH,Imatinib,7.98,0.59,7.96,0.59
Imatinib,HAS_SYNERGISM_WITH,Disulfiram,7.98,0.59,7.96,0.59
Disulfiram,HAS_SYNERGISM_WITH,Vorinostat,5.15,1.69,5.13,1.69
Vorinostat,HAS_SYNERGISM_WITH,Disulfiram,5.15,1.69,5.13,1.69
Disulfiram,HAS_SYNERGISM_WITH,Dexmedetomidine,12.08,10.23,12.08,10.23
Dexmedetomidine,HAS_SYNERGISM_WITH,Disulfiram,12.08,10.23,12.08,10.23
Disulfiram,HAS_ANTAGONISM_WITH,Iloprost,-9.11,-10.79,-9.11,-10.79
Iloprost,HAS_ANTAGONISM_WITH,Disulfiram,-9.11,-10.79,-9.11,-10.79
Disulfiram,HAS_SYNERGISM_WITH,Nateglinide,6.09,4.47,6.02,4.47
Nateglinide,HAS_SYNERGISM_WITH,Disulfiram,6.09,4.47,6.02,4.47
Disulfiram,HAS_SYNERGISM_WITH,Fluvoxamine,6.93,5.03,6.91,5.03
Fluvoxamine,HAS_SYNERGISM_WITH,Disulfiram,6.93,5.03,6.91,5.03
Disulfiram,HAS_SYNERGISM_WITH,Sunitinib,8.65,5.75,8.65,5.75
Sunitinib,HAS_SYNERGISM_WITH,Disulfiram,8.65,5.75,8.65,5.75
Disulfiram,HAS_ANTAGONISM_WITH,Sulfinpyrazone,-19.81,-21.53,-19.87,-21.53
Sulfinpyrazone,HAS_ANTAGONISM_WITH,Disulfiram,-19.81,-21.53,-19.87,-21.53
Disulfiram,HAS_ANTAGONISM_WITH,Sumatriptan,-1.72,-3.4,-1.73,-3.4
Sumatriptan,HAS_ANTAGONISM_WITH,Disulfiram,-1.72,-3.4,-1.73,-3.4
Disulfiram,HAS_SYNERGISM_WITH,Naltrexone,12.14,10.57,12.14,10.57
Naltrexone,HAS_SYNERGISM_WITH,Disulfiram,12.14,10.57,12.14,10.57
Disulfiram,HAS_ANTAGONISM_WITH,Dextromethorphan,-77.46,-78.72,-77.46,-78.72
Dextromethorphan,HAS_ANTAGONISM_WITH,Disulfiram,-77.46,-78.72,-77.46,-78.72
Disulfiram,HAS_SYNERGISM_WITH,Terazosin,6.57,4.98,6.56,4.98
Terazosin,HAS_SYNERGISM_WITH,Disulfiram,6.57,4.98,6.56,4.98
Disulfiram,HAS_SYNERGISM_WITH,Thalidomide,9.44,7.72,9.39,7.72
Thalidomide,HAS_SYNERGISM_WITH,Disulfiram,9.44,7.72,9.39,7.72
Disulfiram,HAS_SYNERGISM_WITH,Enalaprilat,10.34,8.64,10.34,8.64
Enalaprilat,HAS_SYNERGISM_WITH,Disulfiram,10.34,8.64,10.34,8.64
Disulfiram,HAS_SYNERGISM_WITH,Tetracycline,9.85,7.87,9.79,7.87
Tetracycline,HAS_SYNERGISM_WITH,Disulfiram,9.85,7.87,9.79,7.87
Disulfiram,HAS_SYNERGISM_WITH,Phenprocoumon,12.33,9.56,12.27,9.56
Phenprocoumon,HAS_SYNERGISM_WITH,Disulfiram,12.33,9.56,12.27,9.56
Disulfiram,HAS_ANTAGONISM_WITH,Teriflunomide,2.75,-0.62,2.68,-0.62
Teriflunomide,HAS_ANTAGONISM_WITH,Disulfiram,2.75,-0.62,2.68,-0.62
Disulfiram,HAS_SYNERGISM_WITH,Aliskiren,11.67,9.64,11.66,9.64
Aliskiren,HAS_SYNERGISM_WITH,Disulfiram,11.67,9.64,11.66,9.64
Disulfiram,HAS_ANTAGONISM_WITH,Tolazoline,-0.06,-1.4,-0.11,-1.4
Tolazoline,HAS_ANTAGONISM_WITH,Disulfiram,-0.06,-1.4,-0.11,-1.4
Disulfiram,HAS_ANTAGONISM_WITH,Tranexamic Acid,-75.76,-77.45,-75.84,-77.45
Tranexamic Acid,HAS_ANTAGONISM_WITH,Disulfiram,-75.76,-77.45,-75.84,-77.45
Disulfiram,HAS_SYNERGISM_WITH,Itraconazole,3.67,1.49,3.63,1.49
Itraconazole,HAS_SYNERGISM_WITH,Disulfiram,3.67,1.49,3.63,1.49
Disulfiram,HAS_ANTAGONISM_WITH,Tranylcypromine,1.17,-0.36,1.14,-0.36
Tranylcypromine,HAS_ANTAGONISM_WITH,Disulfiram,1.17,-0.36,1.14,-0.36
Disulfiram,HAS_ANTAGONISM_WITH,Trazodone,-36.9,-39.36,-36.95,-39.36
Trazodone,HAS_ANTAGONISM_WITH,Disulfiram,-36.9,-39.36,-36.95,-39.36
Disulfiram,HAS_ANTAGONISM_WITH,Triamterene,0.24,-1.76,0.23,-1.76
Triamterene,HAS_ANTAGONISM_WITH,Disulfiram,0.24,-1.76,0.23,-1.76
Disulfiram,HAS_ANTAGONISM_WITH,Trifluoperazine,-15.75,-17.55,-15.75,-17.55
Trifluoperazine,HAS_ANTAGONISM_WITH,Disulfiram,-15.75,-17.55,-15.75,-17.55
Disulfiram,HAS_SYNERGISM_WITH,Triflupromazine,4.44,2.36,4.43,2.36
Triflupromazine,HAS_SYNERGISM_WITH,Disulfiram,4.44,2.36,4.43,2.36
Disulfiram,HAS_SYNERGISM_WITH,Trihexyphenidyl,8.1,6.22,8.08,6.22
Trihexyphenidyl,HAS_SYNERGISM_WITH,Disulfiram,8.1,6.22,8.08,6.22
Disulfiram,HAS_SYNERGISM_WITH,Trimethoprim,8.66,6.69,8.6,6.69
Trimethoprim,HAS_SYNERGISM_WITH,Disulfiram,8.66,6.69,8.6,6.69
Disulfiram,HAS_ANTAGONISM_WITH,Ranolazine,-3.78,-6.07,-3.84,-6.07
Ranolazine,HAS_ANTAGONISM_WITH,Disulfiram,-3.78,-6.07,-3.84,-6.07
Disulfiram,HAS_SYNERGISM_WITH,Zafirlukast,10.15,8.29,10.15,8.29
Zafirlukast,HAS_SYNERGISM_WITH,Disulfiram,10.15,8.29,10.15,8.29
Disulfiram,HAS_SYNERGISM_WITH,Zaleplon,6.48,4.53,6.47,4.53
Zaleplon,HAS_SYNERGISM_WITH,Disulfiram,6.48,4.53,6.47,4.53
Disulfiram,HAS_SYNERGISM_WITH,Zonisamide,9.03,7.12,8.96,7.12
Zonisamide,HAS_SYNERGISM_WITH,Disulfiram,9.03,7.12,8.96,7.12
Disulfiram,HAS_SYNERGISM_WITH,Prednisolone,13.77,5.38,13.73,5.38
Prednisolone,HAS_SYNERGISM_WITH,Disulfiram,13.77,5.38,13.73,5.38
Disulfiram,HAS_SYNERGISM_WITH,Epinephrine,6.17,0.02,6.16,0.02
Epinephrine,HAS_SYNERGISM_WITH,Disulfiram,6.17,0.02,6.16,0.02
Disulfiram,HAS_ANTAGONISM_WITH,Carbachol,-7.78,-9.4,-7.78,-9.4
Carbachol,HAS_ANTAGONISM_WITH,Disulfiram,-7.78,-9.4,-7.78,-9.4
Disulfiram,HAS_ANTAGONISM_WITH,Spironolactone,1.01,-1.12,0.99,-1.12
Spironolactone,HAS_ANTAGONISM_WITH,Disulfiram,1.01,-1.12,0.99,-1.12
Disulfiram,HAS_ANTAGONISM_WITH,Liothyronine,-77.59,-79.57,-77.59,-79.57
Liothyronine,HAS_ANTAGONISM_WITH,Disulfiram,-77.59,-79.57,-77.59,-79.57
Disulfiram,HAS_SYNERGISM_WITH,Ethinyl Estradiol,6.8,5.07,6.8,5.07
Ethinyl Estradiol,HAS_SYNERGISM_WITH,Disulfiram,6.8,5.07,6.8,5.07
Disulfiram,HAS_SYNERGISM_WITH,Testosterone,8.66,6.13,8.66,6.13
Testosterone,HAS_SYNERGISM_WITH,Disulfiram,8.66,6.13,8.66,6.13
Disulfiram,HAS_SYNERGISM_WITH,Tetrabenazine,7.59,5.9,7.56,5.9
Tetrabenazine,HAS_SYNERGISM_WITH,Disulfiram,7.59,5.9,7.56,5.9
Disulfiram,HAS_SYNERGISM_WITH,Zileuton,11.52,8.79,11.45,8.79
Zileuton,HAS_SYNERGISM_WITH,Disulfiram,11.52,8.79,11.45,8.79
Disulfiram,HAS_ANTAGONISM_WITH,Clopidogrel,-20.57,-22.35,-20.57,-22.35
Clopidogrel,HAS_ANTAGONISM_WITH,Disulfiram,-20.57,-22.35,-20.57,-22.35
Disulfiram,HAS_SYNERGISM_WITH,Tiagabine,11.5,8.6,11.49,8.6
Tiagabine,HAS_SYNERGISM_WITH,Disulfiram,11.5,8.6,11.49,8.6
Disulfiram,HAS_SYNERGISM_WITH,Ibutilide,3.97,2.04,3.97,2.04
Ibutilide,HAS_SYNERGISM_WITH,Disulfiram,3.97,2.04,3.97,2.04
Disulfiram,HAS_ANTAGONISM_WITH,Aripiprazole,-2.42,-5.28,-2.44,-5.28
Aripiprazole,HAS_ANTAGONISM_WITH,Disulfiram,-2.42,-5.28,-2.44,-5.28
Disulfiram,HAS_SYNERGISM_WITH,Cytidine,-3.07,2.56,-8.26,1.88
Cytidine,HAS_SYNERGISM_WITH,Disulfiram,-3.07,2.56,-8.26,1.88
Disulfiram,HAS_SYNERGISM_WITH,Proguanil,4.41,2.88,4.39,2.88
Proguanil,HAS_SYNERGISM_WITH,Disulfiram,4.41,2.88,4.39,2.88
Disulfiram,HAS_ANTAGONISM_WITH,Ivermectin,-79.31,-80.38,-79.31,-80.38
Ivermectin,HAS_ANTAGONISM_WITH,Disulfiram,-79.31,-80.38,-79.31,-80.38
Disulfiram,HAS_ANTAGONISM_WITH,Palonosetron,-3.72,-5.53,-3.75,-5.53
Palonosetron,HAS_ANTAGONISM_WITH,Disulfiram,-3.72,-5.53,-3.75,-5.53
Disulfiram,HAS_SYNERGISM_WITH,Oseltamivir,9.53,7.79,9.52,7.79
Oseltamivir,HAS_SYNERGISM_WITH,Disulfiram,9.53,7.79,9.52,7.79
Disulfiram,HAS_SYNERGISM_WITH,Trilostane,5.29,3.5,5.26,3.5
Trilostane,HAS_SYNERGISM_WITH,Disulfiram,5.29,3.5,5.26,3.5
Disulfiram,HAS_SYNERGISM_WITH,Fludarabine,10.03,135.62,9.41,140.4
Fludarabine,HAS_SYNERGISM_WITH,Disulfiram,10.03,135.62,9.41,140.4
Disulfiram,HAS_ANTAGONISM_WITH,Propylthiouracil,-3.51,-5.54,-3.58,-5.54
Propylthiouracil,HAS_ANTAGONISM_WITH,Disulfiram,-3.51,-5.54,-3.58,-5.54
Disulfiram,HAS_SYNERGISM_WITH,Etomidate,7.96,6.24,7.93,6.24
Etomidate,HAS_SYNERGISM_WITH,Disulfiram,7.96,6.24,7.93,6.24
Disulfiram,HAS_ANTAGONISM_WITH,Mercaptopurine,-1.01,-3.58,-1.04,-3.58
Mercaptopurine,HAS_ANTAGONISM_WITH,Disulfiram,-1.01,-3.58,-1.04,-3.58
Disulfiram,HAS_ANTAGONISM_WITH,Dopamine,2.01,-0.13,2.0,-0.13
Dopamine,HAS_ANTAGONISM_WITH,Disulfiram,2.01,-0.13,2.0,-0.13
Disulfiram,HAS_ANTAGONISM_WITH,Sertraline,0.98,-1.37,0.96,-1.37
Sertraline,HAS_ANTAGONISM_WITH,Disulfiram,0.98,-1.37,0.96,-1.37
Disulfiram,HAS_ANTAGONISM_WITH,Isosorbide Dinitrate,-36.76,-38.5,-36.76,-38.5
Isosorbide Dinitrate,HAS_ANTAGONISM_WITH,Disulfiram,-36.76,-38.5,-36.76,-38.5
Disulfiram,HAS_SYNERGISM_WITH,Dantrolene,11.78,8.56,11.73,8.56
Dantrolene,HAS_SYNERGISM_WITH,Disulfiram,11.78,8.56,11.73,8.56
Disulfiram,HAS_SYNERGISM_WITH,Daporinad,0.25,4.78,-14.78,6.1
Daporinad,HAS_SYNERGISM_WITH,Disulfiram,0.25,4.78,-14.78,6.1
Disulfiram,HAS_SYNERGISM_WITH,Cisapride,9.83,8.16,9.83,8.16
Cisapride,HAS_SYNERGISM_WITH,Disulfiram,9.83,8.16,9.83,8.16
Disulfiram,HAS_ANTAGONISM_WITH,Dutasteride,-21.37,-22.96,-21.37,-22.96
Dutasteride,HAS_ANTAGONISM_WITH,Disulfiram,-21.37,-22.96,-21.37,-22.96
Disulfiram,HAS_ANTAGONISM_WITH,Acamprosate,-6.24,-8.95,-6.27,-8.95
Acamprosate,HAS_ANTAGONISM_WITH,Disulfiram,-6.24,-8.95,-6.27,-8.95
Disulfiram,HAS_SYNERGISM_WITH,Atovaquone,4.29,11.78,-21.86,11.18
Atovaquone,HAS_SYNERGISM_WITH,Disulfiram,4.29,11.78,-21.86,11.18
Disulfiram,HAS_SYNERGISM_WITH,Rosiglitazone,10.87,9.11,10.85,9.11
Rosiglitazone,HAS_SYNERGISM_WITH,Disulfiram,10.87,9.11,10.85,9.11
Disulfiram,HAS_ANTAGONISM_WITH,Methylergometrine,-26.47,-28.13,-26.47,-28.13
Methylergometrine,HAS_ANTAGONISM_WITH,Disulfiram,-26.47,-28.13,-26.47,-28.13
Disulfiram,HAS_ANTAGONISM_WITH,Cevimeline,-14.35,-16.27,-14.36,-16.27
Cevimeline,HAS_ANTAGONISM_WITH,Disulfiram,-14.35,-16.27,-14.36,-16.27
Disulfiram,HAS_SYNERGISM_WITH,Argatroban,7.75,6.07,7.72,6.07
Argatroban,HAS_SYNERGISM_WITH,Disulfiram,7.75,6.07,7.72,6.07
Disulfiram,HAS_SYNERGISM_WITH,Azacitidine,5.87,2.43,5.86,2.43
Azacitidine,HAS_SYNERGISM_WITH,Disulfiram,5.87,2.43,5.86,2.43
Disulfiram,HAS_SYNERGISM_WITH,Galantamine,11.46,9.72,11.41,9.72
Galantamine,HAS_SYNERGISM_WITH,Disulfiram,11.46,9.72,11.41,9.72
Disulfiram,HAS_SYNERGISM_WITH,Armodafinil,8.88,7.32,8.83,7.32
Armodafinil,HAS_SYNERGISM_WITH,Disulfiram,8.88,7.32,8.83,7.32
Valproic Acid,HAS_ANTAGONISM_WITH,Doxapram,-18.42,-28.97,-18.44,-28.97
Doxapram,HAS_ANTAGONISM_WITH,Valproic Acid,-18.42,-28.97,-18.44,-28.97
Valproic Acid,HAS_ANTAGONISM_WITH,Doxorubicin,-34.32,-34.71,-34.42,-34.71
Doxorubicin,HAS_ANTAGONISM_WITH,Valproic Acid,-34.32,-34.71,-34.42,-34.71
Valproic Acid,HAS_ANTAGONISM_WITH,Enoxacin,-12.08,-23.7,-12.09,-23.7
Enoxacin,HAS_ANTAGONISM_WITH,Valproic Acid,-12.08,-23.7,-12.09,-23.7
Valproic Acid,HAS_ANTAGONISM_WITH,Felbamate,-15.12,-26.73,-15.13,-26.73
Felbamate,HAS_ANTAGONISM_WITH,Valproic Acid,-15.12,-26.73,-15.13,-26.73
Valproic Acid,HAS_ANTAGONISM_WITH,Fenoprofen,-7.58,-20.44,-7.58,-20.44
Fenoprofen,HAS_ANTAGONISM_WITH,Valproic Acid,-7.58,-20.44,-7.58,-20.44
Valproic Acid,HAS_ANTAGONISM_WITH,Flumazenil,-10.3,-22.02,-10.32,-22.02
Flumazenil,HAS_ANTAGONISM_WITH,Valproic Acid,-10.3,-22.02,-10.32,-22.02
Valproic Acid,HAS_SYNERGISM_WITH,Fluorouracil,17.21,12.13,17.18,12.13
Fluorouracil,HAS_SYNERGISM_WITH,Valproic Acid,17.21,12.13,17.18,12.13
Valproic Acid,HAS_SYNERGISM_WITH,Flutamide,14.24,4.37,14.21,4.37
Flutamide,HAS_SYNERGISM_WITH,Valproic Acid,14.24,4.37,14.21,4.37
Valproic Acid,HAS_SYNERGISM_WITH,Fomepizole,25.73,13.02,25.72,13.02
Fomepizole,HAS_SYNERGISM_WITH,Valproic Acid,25.73,13.02,25.72,13.02
Valproic Acid,HAS_ANTAGONISM_WITH,Gabapentin,-2.55,-14.52,-2.56,-14.52
Gabapentin,HAS_ANTAGONISM_WITH,Valproic Acid,-2.55,-14.52,-2.56,-14.52
Valproic Acid,HAS_SYNERGISM_WITH,Guanfacine,21.02,9.33,21.0,9.33
